measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,81,Germany,1,Male,7,10 to 14,571,Anxiety disorders,1,Number,1990,21855.109286202864,30589.259356204253,14748.8630822163
6,Incidence,81,Germany,2,Female,7,10 to 14,571,Anxiety disorders,1,Number,1990,39911.18191390733,55727.49070504975,27079.504223639724
6,Incidence,81,Germany,3,Both,7,10 to 14,571,Anxiety disorders,1,Number,1990,61766.29120011018,85684.06388001717,42167.02536681079
6,Incidence,81,Germany,1,Male,7,10 to 14,571,Anxiety disorders,2,Percent,1990,0.0021026119745295854,0.0032369922090506233,0.0013347495465626832
6,Incidence,81,Germany,2,Female,7,10 to 14,571,Anxiety disorders,2,Percent,1990,0.0040245516046979995,0.005983063398412842,0.002596529588728694
6,Incidence,81,Germany,3,Both,7,10 to 14,571,Anxiety disorders,2,Percent,1990,0.00303934008025883,0.004534321264063436,0.001967728051717345
6,Incidence,81,Germany,1,Male,7,10 to 14,571,Anxiety disorders,3,Rate,1990,1022.8996209742899,1431.690017725,690.30112176675
6,Incidence,81,Germany,2,Female,7,10 to 14,571,Anxiety disorders,3,Rate,1990,1971.1407846347,2752.2795489000005,1337.4075295
6,Incidence,81,Germany,3,Both,7,10 to 14,571,Anxiety disorders,3,Rate,1990,1484.2814473120511,2059.040034237692,1013.2991996803306
6,Incidence,81,Germany,1,Male,8,15 to 19,571,Anxiety disorders,1,Number,1990,16863.441284591972,25970.24817960396,10637.617976298632
6,Incidence,81,Germany,2,Female,8,15 to 19,571,Anxiety disorders,1,Number,1990,28901.541746148578,44249.91288179707,18636.71316507563
6,Incidence,81,Germany,3,Both,8,15 to 19,571,Anxiety disorders,1,Number,1990,45764.98303074054,69982.48795686972,29491.689073566933
6,Incidence,81,Germany,1,Male,8,15 to 19,571,Anxiety disorders,2,Percent,1990,0.001604275695088493,0.002608263904631749,0.0009425862784105517
6,Incidence,81,Germany,2,Female,8,15 to 19,571,Anxiety disorders,2,Percent,1990,0.00267045374990578,0.004223055814827561,0.0016516353807115897
6,Incidence,81,Germany,3,Both,8,15 to 19,571,Anxiety disorders,2,Percent,1990,0.0021446607397538884,0.003447971405122035,0.0013035915699958678
6,Incidence,81,Germany,1,Male,8,15 to 19,571,Anxiety disorders,3,Rate,1990,749.08602289104,1153.6168445125,472.53053563750007
6,Incidence,81,Germany,2,Female,8,15 to 19,571,Anxiety disorders,3,Rate,1990,1354.79891700092,2074.274603625,873.6211733709998
6,Incidence,81,Germany,3,Both,8,15 to 19,571,Anxiety disorders,3,Rate,1990,1043.7964468579733,1596.1433269317547,672.6391714414484
6,Incidence,81,Germany,1,Male,9,20 to 24,571,Anxiety disorders,1,Number,1990,20488.357456841237,35623.36378717946,9805.205595490293
6,Incidence,81,Germany,2,Female,9,20 to 24,571,Anxiety disorders,1,Number,1990,32631.60178887365,58171.1982645103,15256.72721717383
6,Incidence,81,Germany,3,Both,9,20 to 24,571,Anxiety disorders,1,Number,1990,53119.95924571489,92232.12893849715,24755.00324500318
6,Incidence,81,Germany,1,Male,9,20 to 24,571,Anxiety disorders,2,Percent,1990,0.001290920108224667,0.0022936509211226377,0.000591372045569899
6,Incidence,81,Germany,2,Female,9,20 to 24,571,Anxiety disorders,2,Percent,1990,0.001861901448700419,0.0034364773116811846,0.0008482068754726033
6,Incidence,81,Germany,3,Both,9,20 to 24,571,Anxiety disorders,2,Percent,1990,0.0015903000617849032,0.0028737992451969754,0.0007381118383150965
6,Incidence,81,Germany,1,Male,9,20 to 24,571,Anxiety disorders,3,Rate,1990,629.18276782038,1093.967960775,301.1108337315
6,Incidence,81,Germany,2,Female,9,20 to 24,571,Anxiety disorders,3,Rate,1990,1055.7386668171102,1882.0278483499999,493.60484834500016
6,Incidence,81,Germany,3,Both,9,20 to 24,571,Anxiety disorders,3,Rate,1990,836.9007790351433,1453.1099356392067,390.01312867972337
6,Incidence,81,Germany,1,Male,10,25 to 29,571,Anxiety disorders,1,Number,1990,23762.878183310437,35769.45192909645,15504.918774289385
6,Incidence,81,Germany,2,Female,10,25 to 29,571,Anxiety disorders,1,Number,1990,35245.93860767071,54250.22990683641,22089.681855094263
6,Incidence,81,Germany,3,Both,10,25 to 29,571,Anxiety disorders,1,Number,1990,59008.816790981145,89766.07445060028,38172.047528282295
6,Incidence,81,Germany,1,Male,10,25 to 29,571,Anxiety disorders,2,Percent,1990,0.0013749472453105829,0.0021271640965039424,0.0008786347829297333
6,Incidence,81,Germany,2,Female,10,25 to 29,571,Anxiety disorders,2,Percent,1990,0.0017915834245295415,0.0027851528122505445,0.0011124012220898535
6,Incidence,81,Germany,3,Both,10,25 to 29,571,Anxiety disorders,2,Percent,1990,0.0015962094983990622,0.002433919989898623,0.0010314464841842124
6,Incidence,81,Germany,1,Male,10,25 to 29,571,Anxiety disorders,3,Rate,1990,654.17934572862,984.7139087925,426.84213339375
6,Incidence,81,Germany,2,Female,10,25 to 29,571,Anxiety disorders,3,Rate,1990,1036.2708958409398,1595.01878985,649.4619042387499
6,Incidence,81,Germany,3,Both,10,25 to 29,571,Anxiety disorders,3,Rate,1990,838.9442100949469,1276.2284099008268,542.7022604902683
6,Incidence,81,Germany,1,Male,11,30 to 34,571,Anxiety disorders,1,Number,1990,21890.751354892975,31857.02983855955,14619.136517345307
6,Incidence,81,Germany,2,Female,11,30 to 34,571,Anxiety disorders,1,Number,1990,30818.607441090586,44260.869800587425,20016.570744148965
6,Incidence,81,Germany,3,Both,11,30 to 34,571,Anxiety disorders,1,Number,1990,52709.35879598356,75250.11636100971,34900.07453949854
6,Incidence,81,Germany,1,Male,11,30 to 34,571,Anxiety disorders,2,Percent,1990,0.0014437731295011032,0.0021436110220310095,0.0009227095916234076
6,Incidence,81,Germany,2,Female,11,30 to 34,571,Anxiety disorders,2,Percent,1990,0.001790428108139338,0.0026032054659983726,0.0011427604517987595
6,Incidence,81,Germany,3,Both,11,30 to 34,571,Anxiety disorders,2,Percent,1990,0.001627430321168339,0.0023737840979092023,0.0010569808634563246
6,Incidence,81,Germany,1,Male,11,30 to 34,571,Anxiety disorders,3,Rate,1990,677.66025619449,986.1809972625002,452.55677327275004
6,Incidence,81,Germany,2,Female,11,30 to 34,571,Anxiety disorders,3,Rate,1990,1013.0380412789601,1454.8984711200003,657.96443458825
6,Incidence,81,Germany,3,Both,11,30 to 34,571,Anxiety disorders,3,Rate,1990,840.3192717834124,1199.675435758083,556.3946496813189
6,Incidence,81,Germany,1,Male,12,35 to 39,571,Anxiety disorders,1,Number,1990,20188.837731662043,31393.461878306636,11624.201876955405
6,Incidence,81,Germany,2,Female,12,35 to 39,571,Anxiety disorders,1,Number,1990,27428.610036648144,42146.43025778061,15094.030678238696
6,Incidence,81,Germany,3,Both,12,35 to 39,571,Anxiety disorders,1,Number,1990,47617.44776831019,72513.52250403646,28124.361313334226
6,Incidence,81,Germany,1,Male,12,35 to 39,571,Anxiety disorders,2,Percent,1990,0.0015004794717924433,0.002449100439268512,0.0008474244290829074
6,Incidence,81,Germany,2,Female,12,35 to 39,571,Anxiety disorders,2,Percent,1990,0.0018372993689765096,0.002948974283782497,0.0009878974771799682
6,Incidence,81,Germany,3,Both,12,35 to 39,571,Anxiety disorders,2,Percent,1990,0.0016769819582892764,0.00267078094573485,0.0009375878930513635
6,Incidence,81,Germany,1,Male,12,35 to 39,571,Anxiety disorders,3,Rate,1990,699.74650221208,1088.0995445925,402.89563532675
6,Incidence,81,Germany,2,Female,12,35 to 39,571,Anxiety disorders,3,Rate,1990,986.1445362151301,1515.296322495,542.67773186175
6,Incidence,81,Germany,3,Both,12,35 to 39,571,Anxiety disorders,3,Rate,1990,840.3232629938565,1279.6737897053565,496.32133127822794
6,Incidence,81,Germany,1,Male,13,40 to 44,571,Anxiety disorders,1,Number,1990,18150.842384597185,28288.264021262006,10820.554418855332
6,Incidence,81,Germany,2,Female,13,40 to 44,571,Anxiety disorders,1,Number,1990,23210.90469269682,36264.3527280389,12589.037212412253
6,Incidence,81,Germany,3,Both,13,40 to 44,571,Anxiety disorders,1,Number,1990,41361.74707729401,63966.6241397206,23638.57586399406
6,Incidence,81,Germany,1,Male,13,40 to 44,571,Anxiety disorders,2,Percent,1990,0.0015708229466172092,0.002501629757341109,0.0008996881882134418
6,Incidence,81,Germany,2,Female,13,40 to 44,571,Anxiety disorders,2,Percent,1990,0.0018524094449260812,0.002964205325175391,0.0009890984386658177
6,Incidence,81,Germany,3,Both,13,40 to 44,571,Anxiety disorders,2,Percent,1990,0.0017165924499236804,0.0027041205567294264,0.000974953331474344
6,Incidence,81,Germany,1,Male,13,40 to 44,571,Anxiety disorders,3,Rate,1990,701.27191449844,1092.9390850124998,418.0605369414999
6,Incidence,81,Germany,2,Female,13,40 to 44,571,Anxiety disorders,3,Rate,1990,936.23245687602,1462.7548775499997,507.78999763800016
6,Incidence,81,Germany,3,Both,13,40 to 44,571,Anxiety disorders,3,Rate,1990,816.223058044661,1262.3024233127237,466.47813602926357
6,Incidence,81,Germany,1,Male,14,45 to 49,571,Anxiety disorders,1,Number,1990,17830.174954918693,24714.36184065825,12041.137647079244
6,Incidence,81,Germany,2,Female,14,45 to 49,571,Anxiety disorders,1,Number,1990,21726.04131864374,30835.74608794577,14232.260986411233
6,Incidence,81,Germany,3,Both,14,45 to 49,571,Anxiety disorders,1,Number,1990,39556.21627356243,55013.21862717558,26763.972847941495
6,Incidence,81,Germany,1,Male,14,45 to 49,571,Anxiety disorders,2,Percent,1990,0.0016066123889914216,0.0023328622542909336,0.0010229277515651344
6,Incidence,81,Germany,2,Female,14,45 to 49,571,Anxiety disorders,2,Percent,1990,0.0018240177474715161,0.0026712262890775497,0.001151873769448688
6,Incidence,81,Germany,3,Both,14,45 to 49,571,Anxiety disorders,2,Percent,1990,0.0017186050751451327,0.002467915358221674,0.0011033609899789676
6,Incidence,81,Germany,1,Male,14,45 to 49,571,Anxiety disorders,3,Rate,1990,683.9848761179301,948.0697617749996,461.91111768000013
6,Incidence,81,Germany,2,Female,14,45 to 49,571,Anxiety disorders,3,Rate,1990,867.6403682190698,1231.4410019600002,568.3724881920001
6,Incidence,81,Germany,3,Both,14,45 to 49,571,Anxiety disorders,3,Rate,1990,773.9661167639517,1076.4014155726725,523.6701101804241
6,Incidence,81,Germany,1,Male,15,50 to 54,571,Anxiety disorders,1,Number,1990,20701.000513100913,28792.19271845519,14483.44059304216
6,Incidence,81,Germany,2,Female,15,50 to 54,571,Anxiety disorders,1,Number,1990,24176.233384262032,33273.770733406454,16674.938626744013
6,Incidence,81,Germany,3,Both,15,50 to 54,571,Anxiety disorders,1,Number,1990,44877.233897362945,61448.64539167721,31547.914219928665
6,Incidence,81,Germany,1,Male,15,50 to 54,571,Anxiety disorders,2,Percent,1990,0.0015887405181738608,0.002289523514956225,0.0010637222869921683
6,Incidence,81,Germany,2,Female,15,50 to 54,571,Anxiety disorders,2,Percent,1990,0.0017692009883177586,0.002483040641703734,0.0011878354244866426
6,Incidence,81,Germany,3,Both,15,50 to 54,571,Anxiety disorders,2,Percent,1990,0.0016806454294489323,0.002388790545059232,0.0011281622972169757
6,Incidence,81,Germany,1,Male,15,50 to 54,571,Anxiety disorders,3,Rate,1990,666.95437061664,927.6401283627501,466.63416094224993
6,Incidence,81,Germany,2,Female,15,50 to 54,571,Anxiety disorders,3,Rate,1990,799.7766820202601,1100.7333331250002,551.6255107162501
6,Incidence,81,Germany,3,Both,15,50 to 54,571,Anxiety disorders,3,Rate,1990,732.4881903114434,1002.9674993557063,514.926446846228
6,Incidence,81,Germany,1,Male,16,55 to 59,571,Anxiety disorders,1,Number,1990,15194.546540631816,23059.452480949658,9750.90453432643
6,Incidence,81,Germany,2,Female,16,55 to 59,571,Anxiety disorders,1,Number,1990,17225.852488666253,26153.31982269088,10867.230713977851
6,Incidence,81,Germany,3,Both,16,55 to 59,571,Anxiety disorders,1,Number,1990,32420.399029298067,48532.93112512635,20866.979458490387
6,Incidence,81,Germany,1,Male,16,55 to 59,571,Anxiety disorders,2,Percent,1990,0.0015506255932652465,0.0024063450403386233,0.0009760460872658053
6,Incidence,81,Germany,2,Female,16,55 to 59,571,Anxiety disorders,2,Percent,1990,0.0016811534441630634,0.0026040617809166195,0.0010681159169894548
6,Incidence,81,Germany,3,Both,16,55 to 59,571,Anxiety disorders,2,Percent,1990,0.0016169038494555,0.0024808470204684334,0.0010246209751583453
6,Incidence,81,Germany,1,Male,16,55 to 59,571,Anxiety disorders,3,Rate,1990,649.5579386479701,985.7780473949997,416.84544072000006
6,Incidence,81,Germany,2,Female,16,55 to 59,571,Anxiety disorders,3,Rate,1990,731.31755428217,1110.3300635874998,461.36448647725
6,Incidence,81,Germany,3,Both,16,55 to 59,571,Anxiety disorders,3,Rate,1990,690.5791692835064,1033.788363585389,444.48254097297826
6,Incidence,81,Germany,1,Male,17,60 to 64,571,Anxiety disorders,1,Number,1990,12059.31027216099,18945.9948260511,7359.451083702758
6,Incidence,81,Germany,2,Female,17,60 to 64,571,Anxiety disorders,1,Number,1990,14663.045485068207,23565.181620861596,8519.05787452535
6,Incidence,81,Germany,3,Both,17,60 to 64,571,Anxiety disorders,1,Number,1990,26722.355757229194,42695.896363262334,16078.029223309139
6,Incidence,81,Germany,1,Male,17,60 to 64,571,Anxiety disorders,2,Percent,1990,0.0013752783186823509,0.0021934490226660705,0.000809783081045116
6,Incidence,81,Germany,2,Female,17,60 to 64,571,Anxiety disorders,2,Percent,1990,0.0014670626094367132,0.002394717919019893,0.0008306122994065739
6,Incidence,81,Germany,3,Both,17,60 to 64,571,Anxiety disorders,2,Percent,1990,0.0014237481010095634,0.0022600617888314037,0.0008358672590803029
6,Incidence,81,Germany,1,Male,17,60 to 64,571,Anxiety disorders,3,Rate,1990,591.0357754675,928.5573130884999,360.692177256
6,Incidence,81,Germany,2,Female,17,60 to 64,571,Anxiety disorders,3,Rate,1990,632.31704182516,1016.20539524,367.368803421
6,Incidence,81,Germany,3,Both,17,60 to 64,571,Anxiety disorders,3,Rate,1990,612.995393188935,979.4191805739883,368.8206958617148
6,Incidence,81,Germany,1,Male,18,65 to 69,571,Anxiety disorders,1,Number,1990,7238.469255531628,10887.564026260108,4932.732032261281
6,Incidence,81,Germany,2,Female,18,65 to 69,571,Anxiety disorders,1,Number,1990,11982.914741806135,18480.668686164456,7678.2861539432015
6,Incidence,81,Germany,3,Both,18,65 to 69,571,Anxiety disorders,1,Number,1990,19221.38399733776,28962.226444472897,12588.672112147697
6,Incidence,81,Germany,1,Male,18,65 to 69,571,Anxiety disorders,2,Percent,1990,0.0010451967255004275,0.0015751920621144017,0.0006863264599599214
6,Incidence,81,Germany,2,Female,18,65 to 69,571,Anxiety disorders,2,Percent,1990,0.0010955911120066081,0.0017063080073708393,0.0006607519532147952
6,Incidence,81,Germany,3,Both,18,65 to 69,571,Anxiety disorders,2,Percent,1990,0.0010758448747553793,0.0016636068336182582,0.0006687192218669775
6,Incidence,81,Germany,1,Male,18,65 to 69,571,Anxiety disorders,3,Rate,1990,492.23755030623,740.3869044539998,335.4405256362501
6,Incidence,81,Germany,2,Female,18,65 to 69,571,Anxiety disorders,3,Rate,1990,504.66021521163003,778.3129929045,323.37086814000014
6,Incidence,81,Germany,3,Both,18,65 to 69,571,Anxiety disorders,3,Rate,1990,499.9091261228691,753.2486377897877,327.40577242006714
6,Incidence,81,Germany,1,Male,19,70 to 74,571,Anxiety disorders,1,Number,1990,3367.157492707328,4702.562169647788,2492.170110035639
6,Incidence,81,Germany,2,Female,19,70 to 74,571,Anxiety disorders,1,Number,1990,5905.509562297166,8441.667020363537,4141.327031866276
6,Incidence,81,Germany,3,Both,19,70 to 74,571,Anxiety disorders,1,Number,1990,9272.667055004495,12943.579528169497,6656.816029338558
6,Incidence,81,Germany,1,Male,19,70 to 74,571,Anxiety disorders,2,Percent,1990,0.0007780861525660601,0.001104231779059578,0.0005614570478536231
6,Incidence,81,Germany,2,Female,19,70 to 74,571,Anxiety disorders,2,Percent,1990,0.0007767543432016277,0.0011338670691578658,0.0005288698771802206
6,Incidence,81,Germany,3,Both,19,70 to 74,571,Anxiety disorders,2,Percent,1990,0.0007770350376531711,0.0010993482671213014,0.0005482670196850318
6,Incidence,81,Germany,1,Male,19,70 to 74,571,Anxiety disorders,3,Rate,1990,393.57485003069,549.6654684812501,291.30074237174995
6,Incidence,81,Germany,2,Female,19,70 to 74,571,Anxiety disorders,3,Rate,1990,377.43363156345,539.5248295399999,264.68098724424993
6,Incidence,81,Germany,3,Both,19,70 to 74,571,Anxiety disorders,3,Rate,1990,383.13953888256185,534.818845807273,275.0545672326618
6,Incidence,81,Germany,1,Male,20,75 to 79,571,Anxiety disorders,1,Number,1990,2534.604442492623,3640.0264741343517,1754.8540518111822
6,Incidence,81,Germany,2,Female,20,75 to 79,571,Anxiety disorders,1,Number,1990,4471.483116940035,6393.231141761064,3058.046433658938
6,Incidence,81,Germany,3,Both,20,75 to 79,571,Anxiety disorders,1,Number,1990,7006.087559432658,9933.602152310235,4902.770783255106
6,Incidence,81,Germany,1,Male,20,75 to 79,571,Anxiety disorders,2,Percent,1990,0.0005566650482861123,0.0008049862479152365,0.00037795367096829654
6,Incidence,81,Germany,2,Female,20,75 to 79,571,Anxiety disorders,2,Percent,1990,0.0004956123020432477,0.0007145190248439889,0.00032965370409412275
6,Incidence,81,Germany,3,Both,20,75 to 79,571,Anxiety disorders,2,Percent,1990,0.0005159496563747922,0.0007356999942015086,0.00035293957920705355
6,Incidence,81,Germany,1,Male,20,75 to 79,571,Anxiety disorders,3,Rate,1990,294.67047885150004,423.18569563875,204.0175086465
6,Incidence,81,Germany,2,Female,20,75 to 79,571,Anxiety disorders,3,Rate,1990,249.68327726878002,356.99182174349994,170.75834474324998
6,Incidence,81,Germany,3,Both,20,75 to 79,571,Anxiety disorders,3,Rate,1990,264.2798548770711,374.7099808486691,184.93967426223938
6,Incidence,81,Germany,1,Male,30,80 to 84,571,Anxiety disorders,1,Number,1990,1179.7247574571425,1936.040188061336,661.0238614611776
6,Incidence,81,Germany,2,Female,30,80 to 84,571,Anxiety disorders,1,Number,1990,2162.3138537238333,3701.1567262135472,1173.5151687600849
6,Incidence,81,Germany,3,Both,30,80 to 84,571,Anxiety disorders,1,Number,1990,3342.038611180976,5492.254595750543,1864.6732667010815
6,Incidence,81,Germany,1,Male,30,80 to 84,571,Anxiety disorders,2,Percent,1990,0.00038021895716003486,0.000627160353709327,0.00021212067018820156
6,Incidence,81,Germany,2,Female,30,80 to 84,571,Anxiety disorders,2,Percent,1990,0.00029884321019591235,0.0005177972862766197,0.0001629972502151862
6,Incidence,81,Germany,3,Both,30,80 to 84,571,Anxiety disorders,2,Percent,1990,0.0003231883868887411,0.0005480728220022072,0.0001793094665210037
6,Incidence,81,Germany,1,Male,30,80 to 84,571,Anxiety disorders,3,Rate,1990,214.719483351534,352.37503180349995,120.3117092515
6,Incidence,81,Germany,2,Female,30,80 to 84,571,Anxiety disorders,3,Rate,1990,162.68072806435,278.45489213499997,88.2888955827
6,Incidence,81,Germany,3,Both,30,80 to 84,571,Anxiety disorders,3,Rate,1990,177.90025860601307,292.3585351902373,99.25853497085109
6,Incidence,81,Germany,1,Male,31,85 to 89,571,Anxiety disorders,1,Number,1990,338.6983691037631,554.7778697576133,189.88433090305884
6,Incidence,81,Germany,2,Female,31,85 to 89,571,Anxiety disorders,1,Number,1990,701.2040322436194,1192.3204628169735,381.8579911091544
6,Incidence,81,Germany,3,Both,31,85 to 89,571,Anxiety disorders,1,Number,1990,1039.9024013473825,1704.2283907757446,583.3213294629085
6,Incidence,81,Germany,1,Male,31,85 to 89,571,Anxiety disorders,2,Percent,1990,0.00025642896729649735,0.0004150341169163449,0.00014707993134357032
6,Incidence,81,Germany,2,Female,31,85 to 89,571,Anxiety disorders,2,Percent,1990,0.00019710186390450794,0.00033657870178172553,0.00010903873333269018
6,Incidence,81,Germany,3,Both,31,85 to 89,571,Anxiety disorders,2,Percent,1990,0.00021312923402700437,0.00035503030176050465,0.0001196688196156292
6,Incidence,81,Germany,1,Male,31,85 to 89,571,Anxiety disorders,3,Rate,1990,154.070393348417,252.36272864474995,86.37642286364999
6,Incidence,81,Germany,2,Female,31,85 to 89,571,Anxiety disorders,3,Rate,1990,117.03490518805201,199.00500553749995,63.73425098792501
6,Incidence,81,Germany,3,Both,31,85 to 89,571,Anxiety disorders,3,Rate,1990,126.97616968061043,208.09298357352938,71.22582658933482
6,Incidence,81,Germany,1,Male,32,90 to 94,571,Anxiety disorders,1,Number,1990,53.702344384401144,88.09432917034339,30.085684283762884
6,Incidence,81,Germany,2,Female,32,90 to 94,571,Anxiety disorders,1,Number,1990,134.82492366453272,228.04563954767593,73.66475560082941
6,Incidence,81,Germany,3,Both,32,90 to 94,571,Anxiety disorders,1,Number,1990,188.52726804893388,310.21203566755815,106.0813154868543
6,Incidence,81,Germany,1,Male,32,90 to 94,571,Anxiety disorders,2,Percent,1990,0.0001452571960726909,0.00023684652023040628,8.007156271157932e-05
6,Incidence,81,Germany,2,Female,32,90 to 94,571,Anxiety disorders,2,Percent,1990,0.00011005777231318878,0.000187815606892913,6.09306630847644e-05
6,Incidence,81,Germany,3,Both,32,90 to 94,571,Anxiety disorders,2,Percent,1990,0.00011819686469897408,0.00019657149845890096,6.597010624437434e-05
6,Incidence,81,Germany,1,Male,32,90 to 94,571,Anxiety disorders,3,Rate,1990,93.027531728876,152.60410129149997,52.11684855430001
6,Incidence,81,Germany,2,Female,32,90 to 94,571,Anxiety disorders,3,Rate,1990,70.82180828246601,119.78945824499998,38.695154104574996
6,Incidence,81,Germany,3,Both,32,90 to 94,571,Anxiety disorders,3,Rate,1990,75.9885998498084,125.03537812269207,42.757584711722224
6,Incidence,81,Germany,1,Male,5,1 to 4,571,Anxiety disorders,1,Number,1992,3085.9900792134945,4511.349901830605,1949.4300943298406
6,Incidence,81,Germany,2,Female,5,1 to 4,571,Anxiety disorders,1,Number,1992,6411.122401572741,9524.955204425672,3985.9849914542483
6,Incidence,81,Germany,3,Both,5,1 to 4,571,Anxiety disorders,1,Number,1992,9497.112480786234,14001.934436094572,5987.143936877015
6,Incidence,81,Germany,1,Male,5,1 to 4,571,Anxiety disorders,2,Percent,1992,0.00024322896630808724,0.0003748367445045617,0.00014748532543661674
6,Incidence,81,Germany,2,Female,5,1 to 4,571,Anxiety disorders,2,Percent,1992,0.0005715248811764705,0.0008895344421252975,0.00034302396160848953
6,Incidence,81,Germany,3,Both,5,1 to 4,571,Anxiety disorders,2,Percent,1992,0.00039718572273061145,0.0006099198550475706,0.00023975895425202488
6,Incidence,81,Germany,1,Male,5,1 to 4,571,Anxiety disorders,3,Rate,1992,166.1272056307124,242.85818605240505,104.9431028067241
6,Incidence,81,Germany,2,Female,5,1 to 4,571,Anxiety disorders,3,Rate,1992,363.5667345020309,540.1482990094921,226.0402245263051
6,Incidence,81,Germany,3,Both,5,1 to 4,571,Anxiety disorders,3,Rate,1992,262.2785033844012,386.6866287848122,165.34490398929077
6,Incidence,81,Germany,1,Male,6,5 to 9,571,Anxiety disorders,1,Number,1992,18093.914639463677,26281.232239134624,11510.63888071249
6,Incidence,81,Germany,2,Female,6,5 to 9,571,Anxiety disorders,1,Number,1992,36732.22238054209,53762.17289186229,23176.17799244794
6,Incidence,81,Germany,3,Both,6,5 to 9,571,Anxiety disorders,1,Number,1992,54826.137020005764,79977.52251425126,35031.45821539489
6,Incidence,81,Germany,1,Male,6,5 to 9,571,Anxiety disorders,2,Percent,1992,0.0013263893630857302,0.002047706136023222,0.0007894980093606629
6,Incidence,81,Germany,2,Female,6,5 to 9,571,Anxiety disorders,2,Percent,1992,0.0029436751657097885,0.004474530047708692,0.0017724773280411556
6,Incidence,81,Germany,3,Both,6,5 to 9,571,Anxiety disorders,2,Percent,1992,0.0020984294381398835,0.0031568636879345064,0.0012680413537509254
6,Incidence,81,Germany,1,Male,6,5 to 9,571,Anxiety disorders,3,Rate,1992,798.1988329024574,1159.3759182859444,507.7827934761768
6,Incidence,81,Germany,2,Female,6,5 to 9,571,Anxiety disorders,3,Rate,1992,1708.21357362431,2500.182878400095,1077.7965302857435
6,Incidence,81,Germany,3,Both,6,5 to 9,571,Anxiety disorders,3,Rate,1992,1241.2043034102298,1810.6044035995947,793.0742353016359
6,Incidence,81,Germany,1,Male,7,10 to 14,571,Anxiety disorders,1,Number,1992,22390.08286451421,31236.563470121713,16027.875798158258
6,Incidence,81,Germany,2,Female,7,10 to 14,571,Anxiety disorders,1,Number,1992,43368.379074428616,59945.36800970311,30793.75682299017
6,Incidence,81,Germany,3,Both,7,10 to 14,571,Anxiety disorders,1,Number,1992,65758.46193894284,91337.22952819022,46814.05836354876
6,Incidence,81,Germany,1,Male,7,10 to 14,571,Anxiety disorders,2,Percent,1992,0.0020472945218711984,0.0030180114830496993,0.0013571676591041858
6,Incidence,81,Germany,2,Female,7,10 to 14,571,Anxiety disorders,2,Percent,1992,0.004118700400124113,0.006069447084222207,0.002725889319118809
